global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,gold_is_error,gold_label,sentence_for_macbert,macbert_corrected,macbert_errors_json,macbert_num_errors,macbert_accepted_no_edit,macbert_predicted_error
T0178,BA_有语境_200,有语境,BA-preferred,2,空间位移,39,BA-SD-039,BA-CTX-SD-039,2,SVO,non-preferred,抽屉里的那份合同很重要，我,拿出它来了,抽屉里的那份合同很重要，我拿出它来了。,抽屉里的那份合同很重要，我,我,,True,infelicitous,抽屉里的那份合同很重要，我拿出它来了。,抽屉里的那份合同很重要，我拿出它来了。,[],0,True,False
T0179,BA_有语境_200,有语境,BA-preferred,2,空间位移,40,BA-SD-040,BA-CTX-SD-040,1,BA,preferred,厨房里的垃圾味道太大了，我早上出门去上班时顺便,把那袋垃圾带出去了,厨房里的垃圾味道太大了，我早上出门去上班时顺便把那袋垃圾带出去了。,厨房里的垃圾味道太大了，我早上出门去上班时顺便,我早上出门去上班时顺便,,False,felicitous,厨房里的垃圾味道太大了，我早上出门去上班时顺便把那袋垃圾带出去了。,厨房里的垃圾味道太大了，我早上出门去上班时顺便把那袋垃圾带出去了。,[],0,True,False
T0180,BA_有语境_200,有语境,BA-preferred,2,空间位移,40,BA-SD-040,BA-CTX-SD-040,2,SVO,non-preferred,厨房里的垃圾味道太大了，我早上出门去上班时顺便,带出去了那袋垃圾,厨房里的垃圾味道太大了，我早上出门去上班时顺便带出去了那袋垃圾。,厨房里的垃圾味道太大了，我早上出门去上班时顺便,我早上出门去上班时顺便,,True,infelicitous,厨房里的垃圾味道太大了，我早上出门去上班时顺便带出去了那袋垃圾。,厨房里的垃圾味道太大了，我早上出门去上班时顺便带出去了那袋垃圾。,[],0,True,False
T0181,BA_有语境_200,有语境,BA-preferred,2,空间位移,41,BA-SD-041,BA-CTX-SD-041,1,BA,preferred,门口的那袋垃圾发臭了，我上班时顺手,把它带下楼了,门口的那袋垃圾发臭了，我上班时顺手把它带下楼了。,门口的那袋垃圾发臭了，我上班时顺手,我上班时顺手,,False,felicitous,门口的那袋垃圾发臭了，我上班时顺手把它带下楼了。,门口的那袋垃圾发臭了，我上班时顺手把它带下楼了。,[],0,True,False
T0182,BA_有语境_200,有语境,BA-preferred,2,空间位移,41,BA-SD-041,BA-CTX-SD-041,2,SVO,non-preferred,门口的那袋垃圾发臭了，我上班时顺手,带它下楼了,门口的那袋垃圾发臭了，我上班时顺手带它下楼了。,门口的那袋垃圾发臭了，我上班时顺手,我上班时顺手,,True,infelicitous,门口的那袋垃圾发臭了，我上班时顺手带它下楼了。,门口的那袋垃圾发臭了，我上班时顺手带它下楼了。,[],0,True,False
T0183,BA_有语境_200,有语境,BA-preferred,2,空间位移,42,BA-SD-042,BA-CTX-SD-042,1,BA,preferred,这些明信片是给朋友的，我明天去邮局,把它们寄出去,这些明信片是给朋友的，我明天去邮局把它们寄出去。,这些明信片是给朋友的，我明天去邮局,我明天去邮局,,False,felicitous,这些明信片是给朋友的，我明天去邮局把它们寄出去。,这些明信片是给朋友的，我明天去邮局把它们寄出去。,[],0,True,False
T0184,BA_有语境_200,有语境,BA-preferred,2,空间位移,42,BA-SD-042,BA-CTX-SD-042,2,SVO,non-preferred,这些明信片是给朋友的，我明天去邮局,寄出去它们,这些明信片是给朋友的，我明天去邮局寄出去它们。,这些明信片是给朋友的，我明天去邮局,我明天去邮局,,True,infelicitous,这些明信片是给朋友的，我明天去邮局寄出去它们。,这些明信片是给朋友的，我明天去邮局寄出去它们。,[],0,True,False
T0185,BA_有语境_200,有语境,BA-preferred,2,空间位移,43,BA-SD-043,BA-CTX-SD-043,1,BA,preferred,今天外面的阳光特别好，爷爷走到客厅，慢慢地,把那把旧椅子搬出去了,今天外面的阳光特别好，爷爷走到客厅，慢慢地把那把旧椅子搬出去了。,今天外面的阳光特别好，爷爷走到客厅，慢慢地,爷爷慢慢地,,False,felicitous,今天外面的阳光特别好，爷爷走到客厅，慢慢地把那把旧椅子搬出去了。,今天外面的阳光特别好，爷爷走到客厅，慢慢地把那把旧椅子搬出去了。,[],0,True,False
T0186,BA_有语境_200,有语境,BA-preferred,2,空间位移,43,BA-SD-043,BA-CTX-SD-043,2,SVO,non-preferred,今天外面的阳光特别好，爷爷走到客厅，慢慢地,搬出去了那把旧椅子,今天外面的阳光特别好，爷爷走到客厅，慢慢地搬出去了那把旧椅子。,今天外面的阳光特别好，爷爷走到客厅，慢慢地,爷爷慢慢地,,True,infelicitous,今天外面的阳光特别好，爷爷走到客厅，慢慢地搬出去了那把旧椅子。,今天外面的阳光特别好，爷爷走到客厅，慢慢地搬出去了那把旧椅子。,[],0,True,False
T0187,BA_有语境_200,有语境,BA-preferred,2,空间位移,44,BA-SD-044,BA-CTX-SD-044,1,BA,preferred,护照是非常重要的东西，你一定要,把它收好,护照是非常重要的东西，你一定要把它收好。,护照是非常重要的东西，你一定要,你一定要,,False,felicitous,护照是非常重要的东西，你一定要把它收好。,护照是非常重要的东西，你一定要把它收好。,[],0,True,False
T0188,BA_有语境_200,有语境,BA-preferred,2,空间位移,44,BA-SD-044,BA-CTX-SD-044,2,SVO,non-preferred,护照是非常重要的东西，你一定要,收好它,护照是非常重要的东西，你一定要收好它。,护照是非常重要的东西，你一定要,你一定要,,True,infelicitous,护照是非常重要的东西，你一定要收好它。,护照是非常重要的东西，你一定要收好它。,[],0,True,False
T0189,BA_有语境_200,有语境,BA-preferred,2,空间位移,45,BA-SD-045,BA-CTX-SD-045,1,BA,preferred,黑板擦不见了，原来是有同学下课后,把它拿走了,黑板擦不见了，原来是有同学下课后把它拿走了。,黑板擦不见了，原来是有同学下课后,原来是有同学下课后,,False,felicitous,黑板擦不见了，原来是有同学下课后把它拿走了。,黑板擦不见了，原来是有同学下课后把它拿走了。,[],0,True,False
T0190,BA_有语境_200,有语境,BA-preferred,2,空间位移,45,BA-SD-045,BA-CTX-SD-045,2,SVO,non-preferred,黑板擦不见了，原来是有同学下课后,拿走它了,黑板擦不见了，原来是有同学下课后拿走它了。,黑板擦不见了，原来是有同学下课后,原来是有同学下课后,,True,infelicitous,黑板擦不见了，原来是有同学下课后拿走它了。,黑板擦不见了，原来是有同学下课后拿走它了。,[],0,True,False
T0191,BA_有语境_200,有语境,BA-preferred,2,空间位移,46,BA-SD-046,BA-CTX-SD-046,1,BA,preferred,冰箱门没关紧，我走过去轻轻地,把它推上了,冰箱门没关紧，我走过去轻轻地把它推上了。,冰箱门没关紧，我走过去轻轻地,我走过去轻轻地,,False,felicitous,冰箱门没关紧，我走过去轻轻地把它推上了。,冰箱门没关紧，我走过去轻轻地把它推上了。,[],0,True,False
T0192,BA_有语境_200,有语境,BA-preferred,2,空间位移,46,BA-SD-046,BA-CTX-SD-046,2,SVO,non-preferred,冰箱门没关紧，我走过去轻轻地,推上了它,冰箱门没关紧，我走过去轻轻地推上了它。,冰箱门没关紧，我走过去轻轻地,我走过去轻轻地,,True,infelicitous,冰箱门没关紧，我走过去轻轻地推上了它。,冰箱门没关紧，我走过去轻轻地推上了它。,[],0,True,False
T0193,BA_有语境_200,有语境,BA-preferred,2,空间位移,47,BA-SD-047,BA-CTX-SD-047,1,BA,preferred,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙,把那个大箱子推开了,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙把那个大箱子推开了。,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙,我叫同事帮忙,,False,felicitous,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙把那个大箱子推开了。,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙把那个大箱子推开了。,[],0,True,False
T0194,BA_有语境_200,有语境,BA-preferred,2,空间位移,47,BA-SD-047,BA-CTX-SD-047,2,SVO,non-preferred,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙,推开了那个大箱子,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙推开了那个大箱子。,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙,我叫同事帮忙,,True,infelicitous,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙推开了那个大箱子。,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙推开了那个大箱子。,[],0,True,False
T0195,BA_有语境_200,有语境,BA-preferred,2,空间位移,48,BA-SD-048,BA-CTX-SD-048,1,BA,preferred,这个广告牌在路边很容易挡住视线，警察昨天,把它拆下来了,这个广告牌在路边很容易挡住视线，警察昨天把它拆下来了。,这个广告牌在路边很容易挡住视线，警察昨天,警察昨天,,False,felicitous,这个广告牌在路边很容易挡住视线，警察昨天把它拆下来了。,这个广告牌在路边很容易挡住视线，警察昨天把它拆下来了。,[],0,True,False
T0196,BA_有语境_200,有语境,BA-preferred,2,空间位移,48,BA-SD-048,BA-CTX-SD-048,2,SVO,non-preferred,这个广告牌在路边很容易挡住视线，警察昨天,拆下它来了,这个广告牌在路边很容易挡住视线，警察昨天拆下它来了。,这个广告牌在路边很容易挡住视线，警察昨天,警察昨天,,True,infelicitous,这个广告牌在路边很容易挡住视线，警察昨天拆下它来了。,这个广告牌在路边很容易挡住视线，警察昨天拆下它来了。,[],0,True,False
T0197,BA_有语境_200,有语境,BA-preferred,2,空间位移,49,BA-SD-049,BA-CTX-SD-049,1,BA,preferred,盘子里的那些菜太远了，你能帮忙,把它端过来吗,盘子里的那些菜太远了，你能帮忙把它端过来吗？,盘子里的那些菜太远了，你能帮忙,你能帮忙,,False,felicitous,盘子里的那些菜太远了，你能帮忙把它端过来吗？,盘子里的那些菜太远了，你能帮忙把它端过来吗？,[],0,True,False
T0198,BA_有语境_200,有语境,BA-preferred,2,空间位移,49,BA-SD-049,BA-CTX-SD-049,2,SVO,non-preferred,盘子里的那些菜太远了，你能帮忙,端它过来吗,盘子里的那些菜太远了，你能帮忙端它过来吗？,盘子里的那些菜太远了，你能帮忙,你能帮忙,,True,infelicitous,盘子里的那些菜太远了，你能帮忙端它过来吗？,盘子里的那些菜太远了，你能帮忙端它过来吗？,[],0,True,False
T0199,BA_有语境_200,有语境,BA-preferred,2,空间位移,50,BA-SD-050,BA-CTX-SD-050,1,BA,preferred,你的外套掉在客厅地上了，我顺手,把它挂到门后了,你的外套掉在客厅地上了，我顺手把它挂到门后了。,你的外套掉在客厅地上了，我顺手,我顺手,,False,felicitous,你的外套掉在客厅地上了，我顺手把它挂到门后了。,你的外套掉在客厅地上了，我顺手把它挂到门后了。,[],0,True,False
T0200,BA_有语境_200,有语境,BA-preferred,2,空间位移,50,BA-SD-050,BA-CTX-SD-050,2,SVO,non-preferred,你的外套掉在客厅地上了，我顺手,挂到门后了,你的外套掉在客厅地上了，我顺手挂到门后了。,你的外套掉在客厅地上了，我顺手,我顺手,,True,infelicitous,你的外套掉在客厅地上了，我顺手挂到门后了。,你的外套掉在客厅地上了，我顺手挂到门后了。,[],0,True,False
T0201,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,1,SVO-HG-001,SVO-CTX-HG-001,1,BA,non-preferred,弟弟非常喜欢运动，每天下午都去操场,把足球踢了,弟弟非常喜欢运动，每天下午都去操场把足球踢了。,弟弟非常喜欢运动，每天下午都去操场,弟弟每天下午都去操场,,True,infelicitous,弟弟非常喜欢运动，每天下午都去操场把足球踢了。,弟弟非常喜欢运动，每天下午都去操场把足球踢了。,[],0,True,False
T0202,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,1,SVO-HG-001,SVO-CTX-HG-001,2,SVO,preferred,弟弟非常喜欢运动，每天下午都去操场,踢足球,弟弟非常喜欢运动，每天下午都去操场踢足球。,弟弟非常喜欢运动，每天下午都去操场,弟弟每天下午都去操场,,False,felicitous,弟弟非常喜欢运动，每天下午都去操场踢足球。,弟弟非常喜欢运动，每天下午都去操场踢足球。,[],0,True,False
T0203,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,2,SVO-HG-002,SVO-CTX-HG-002,1,BA,non-preferred,老板每天到办公室以后，都会先在桌子前,把咖啡喝了,老板每天到办公室以后，都会先在桌子前把咖啡喝了。,老板每天到办公室以后，都会先在桌子前,老板每天到办公室以后都会先在桌子前,,True,infelicitous,老板每天到办公室以后，都会先在桌子前把咖啡喝了。,老板每天到办公室以后，都会先在桌子前把咖啡喝了。,[],0,True,False
T0204,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,2,SVO-HG-002,SVO-CTX-HG-002,2,SVO,preferred,老板每天到办公室以后，都会先在桌子前,喝咖啡,老板每天到办公室以后，都会先在桌子前喝咖啡。,老板每天到办公室以后，都会先在桌子前,老板每天到办公室以后都会先在桌子前,,False,felicitous,老板每天到办公室以后，都会先在桌子前喝咖啡。,老板每天到办公室以后，都会先在桌子前喝咖啡。,[],0,True,False
T0205,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,3,SVO-HG-003,SVO-CTX-HG-003,1,BA,non-preferred,她很喜欢阅读，她回家的第一件事就是坐在沙发上,把书看了,她很喜欢阅读，她回家的第一件事就是坐在沙发上把书看了。,她很喜欢阅读，她回家的第一件事就是坐在沙发上,她回家的第一件事就是坐在沙发上,,True,infelicitous,她很喜欢阅读，她回家的第一件事就是坐在沙发上把书看了。,她很喜欢阅读，她回家的第一件事就是坐在沙发上把书看了。,[],0,True,False
T0206,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,3,SVO-HG-003,SVO-CTX-HG-003,2,SVO,preferred,她很喜欢阅读，她回家的第一件事就是坐在沙发上,看书,她很喜欢阅读，她回家的第一件事就是坐在沙发上看书。,她很喜欢阅读，她回家的第一件事就是坐在沙发上,她回家的第一件事就是坐在沙发上,,False,felicitous,她很喜欢阅读，她回家的第一件事就是坐在沙发上看书。,她很喜欢阅读，她回家的第一件事就是坐在沙发上看书。,[],0,True,False
